Post Type,Title,Author,Timestamp,Thread Link,Reply Author,Reply Message
Question,Facing issue with Selenium version 4 and above with VFP,Premal Vala,"Dec 25, 2024 at 11:27 AM",https://www.tek-tips.com/threads/facing-issue-with-selenium-version-4-and-above-with-vfp.1832607/,Premal Vala,"Dear Experts,I am using Selenium with VFPA via C# dll. I have created COM DLL with C# within VSS. I am using it successfully once registered with REGASM. However my problem is with Selenium .WebDriver and Selenium.Support version. My DLL and automation is working fine when I am using Selenium version 3.5.2. See below:But as soon as I try to update this version to latest or even to 4.0.0. VFPA starts giving error on automation.Can anyone help what is wrong with Selenium Latest version and VFPA?Thanks in advance.PREMAL VALA"
Reply,Facing issue with Selenium version 4 and above with VFP,Premal Vala,"Dec 25, 2024 at 11:27 AM",https://www.tek-tips.com/threads/facing-issue-with-selenium-version-4-and-above-with-vfp.1832607/,Chris Miller,"Premal Vala said:I have created COM DLL with C# within VSClick to expand...Source code of that? Since you're using Selenium through this DLL that's the point of failure, isn't it? So not knowing how you create a selenium object in your c# code, how should we be able to help with what's going on?"
Reply,Facing issue with Selenium version 4 and above with VFP,Premal Vala,"Dec 25, 2024 at 11:27 AM",https://www.tek-tips.com/threads/facing-issue-with-selenium-version-4-and-above-with-vfp.1832607/,Premal Vala,"Hey Chris,My bad on not providing details, here it is.Below is my C# code:C#:using OpenQA.Selenium.Chrome;
using System;
using System.Collections.Generic;
using System.Linq;
using System.Runtime.InteropServices;
using System.Text;
using System.Threading;
using System.Threading.Tasks;

namespace TestDll
{
    [ClassInterface(ClassInterfaceType.AutoDual)]
    [ProgId(""MyTest"")]
    [ComVisible(true)]

    public class Class1
    {
        public string MyAuto()
        {
            ChromeOptions passOptions = new ChromeOptions();

            passOptions.AddExcludedArgument(""enable-automation"");
            passOptions.AddUserProfilePreference(""credentials_enable_service"", false);
            passOptions.AddUserProfilePreference(""profile.password_manager_enabled"", false);

            var driverService = ChromeDriverService.CreateDefaultService();
            driverService.HideCommandPromptWindow = true;


            ChromeDriver passDriver = new ChromeDriver(driverService, passOptions);
            passDriver.Url = ""https://www.google.com"";
            Thread.Sleep(3000);
            passDriver.Quit(); 

            return ""Auto"";
        }

    }
}I generate and register DLL from this and use following VFP Code:Code:myobj = CREATEOBJECT(""MyTest"")
?myobj.MyAuto()It works fine with Selenium version 3.5.2 but not with any later version than 3.5.2. It shows below error as soon as I update selenium version:Hope this helps everyone to provide some help.Thanks again."
Reply,Facing issue with Selenium version 4 and above with VFP,Premal Vala,"Dec 25, 2024 at 11:27 AM",https://www.tek-tips.com/threads/facing-issue-with-selenium-version-4-and-above-with-vfp.1832607/,Chris Miller,"Code:using OpenQA.Selenium.Chrome;For this line you'll have a refernce in your c# project- After upgrading Selenium, did you change the reference to the new Selenium version? Otherwewise you refer to a not anymore existing assembly that causes that error.In short what I'm saying is if you reference some assembly in a VS.NET project you refer to one very specific assmbly and its version. You expect this to work forever without updates, that's what's wrong. Upgrade your DLL, the code might not need any adjustment, but the reference of the assembly you link to has to change."
Reply,Facing issue with Selenium version 4 and above with VFP,Premal Vala,"Dec 25, 2024 at 11:27 AM",https://www.tek-tips.com/threads/facing-issue-with-selenium-version-4-and-above-with-vfp.1832607/,Premal Vala,"Hi Chris,Thanks again for your response. But I am updating the selenium within the VS.Net project with NuGET package, which means references are automatic updated.Also, I tried creating a DLL from completely new project of VS.NET with newer version at first go but that to leads to the same result.Thanks,PREMAL"
Reply,Facing issue with Selenium version 4 and above with VFP,Premal Vala,"Dec 25, 2024 at 11:27 AM",https://www.tek-tips.com/threads/facing-issue-with-selenium-version-4-and-above-with-vfp.1832607/,Chris Miller,Seems to be an issue of the binding to System.Text.Json and that might be an issue because of which .NET Framework version your project is based on.
Question,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,dmusicant,"I routinely run FoxPro apps, originally created in FPW 2.6 for Windows, adapted to Visual FoxPro versions up to 9.0. Both my Windows 10 64bit Lenovo P1 laptops have been problematical in that they have stopped being able to access my android phones. Seems to be something about a corrupted INF file. One of the machines, additionally, is incapable of recognizing attached USB hard drives. I figure a reinstall of Windows 10 will probably resolve those problems, perhaps an upgrade but more likely a fresh install. Given Microsoft's declared intention to cease supporting Windows 10 in October 2025, I figure it might be best to install Windows 11 now, either upgrade or fresh installs. Again, fresh a better bet to resolve the issues mentioned, but more work, of course, to install all the apps I have on the machines.My data is on my NAS and I use mostly one of the laptops, occasionally the other, never both simultaneously.A quick search indicates I may need to run WOW64 emulator to support VFP 9.This is the first I've heard of that. AFAIK, I'm not running on that emulator now, but maybe it is and I just don't know it.What am I facing here? Suggestions, explanations appreciated."
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,Chris Miller,"WOW64 is not an emulator, it's short for Windows32 On Windows64. Also seehttps://en.wikipedia.org/wiki/WoW64Every 64bit Windows version since Vista has this included and it means any 32bit applications and DLLs and drivers, etc. run in that 32bit Windows subsystem, it's included, it's not a subsystem in the sense of a Windows XP Virtual Machine that runs applications in compatibility mode in a separate XP Windows session, its native within the same Windows sessions, Windows versions except some core servers are all 32bit/64bit in parallel, CPUs likewise. By starting an EXE built in VFP9 (or indeed any 32bit executable) it runs as 32bit process and therefore in Wow64, you don't do nothing for that and you already do that on Windows 10.What your problem can be maintainig legacy 2.6 applications, even when they are ported to VFP9 projects is that you still require an even more legacy subsystem of 16bit drivers, dlls, etc. software. Not sure if Win11 is a showstopper, it's mainly just a continuation of Windows 10,8,7,Vista."
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,Tore Bleken,"To run VFP9 on a Win11 machine, whether it's 32-bit or 64-bit, just go ahead. Most likely you won't have any problem. I run the same setup on several machines, no problem at all so far. And no special things to worry about.Theonlything you should be careful about, isnotto install VFP9 in the suggested folder, since newer Windows versions have restrictions in the c:\Programxxx folders. Instead, choose a folder that's outside these folders. Personally I always use c:\vfp9.And if, heaven forbid, you should get any problems, then ask here. I don't expect to hear about any problems, but one can never be more than 99.9% sure."
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,GriffMG,"NAS may have issues... if it uses SMB1 run code in a bat file as admin...Code:dism /online /get-featureinfo /featurename:smb1protocol | find ""Status : Disabled""  && (
echo Enabling SMB1Protocol
DISM /Online /Enable-Feature /All /FeatureName:SMB1Protocol
) || (echo SMB1 Currently Enabled)

dism /online /get-featureinfo /featurename:SMB1Protocol-Deprecation | find ""Status : Enabled"" && (
echo Disabling SMB1Protocol-Depreciation
DISM /Online /Disable-Feature /All /FeatureName:SMB1Protocol-Deprecation
) || (echo SMB1-Deprecation Currently Disabled)


dism /online /get-featureinfo /featurename:recall | find ""Status : Enabled"" && (
echo Recall Being Disabled
dism /online /disable-feature /featurename:recall
) || (echo Recall Currently Disabled)"
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,GTGeek88,Nothing. The problems you report seem to be related to other problems with your machines. I moved from Win10 to Win11 with no problems in my VFP apps. It's more about getting used to the OS changes than anything at all with VFP.
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,EinTerraner,"dmusicant said:Suggestions, explanations appreciated.Click to expand...Since W07 I use a fuly installed VFP-Environment located on my Systemdrive (i.e. C:\$DEV\VFP09) including all updates/patches. To reinstall it after fresh windows installation i just paste the saved VFP-path into my system and run (as  administrator) the required post-settings likeCode:C:\$dev\VFP09\VFP9.exe /regserver
copy C:\$Dev\VFP09\_OCX\mswinsck.ocx %windir%\sysWOW64\mswinsck.ocx
copy C:\$Dev\VFP09\_OCX\comctl32.ocx %windir%\sysWOW64\comctl32.ocx
copy C:\$Dev\VFP09\_OCX\mscomct2.ocx %windir%\sysWOW64\mscomct2.ocx
copy C:\$Dev\VFP09\_OCX\mscomctl.ocx %windir%\sysWOW64\mscomctl.ocx
regsvr32 %windir%\sysWOW64\mswinsck.ocx
regsvr32 %windir%\sysWOW64\comctl32.ocx
regsvr32 %windir%\sysWOW64\mscomct2.ocx
regsvr32 %windir%\sysWOW64\mscomctl.ocx
C:\$dev\VFP09\_SP2\VFP9SP2RT_CTPI use a HP ProDesk running W07, W10 and W11Worked on W10 as well for W11. Woody has posted a comprehensive description about it in a blog.see therehttps://woody-prolib.blogspot.com/2021/"
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,Chris Miller,"Tore Bleken said:Instead, choose a folder that's outside these folders. Personally I always use c:\vfp9.Click to expand...Yes, for developing on Vista or higher, that's necessary, really.When the installer asks you for an alternative path, you can enter one. I remember it's best to create this directory before installing and then specifying it during setup, because the setup won't create it.It's also okay to install your own software outside c:\Program Files(x86), too, when you have anything writable, but it's also advisable to stick to that system directory (of course in a subdirectory for your application) and let the setup set permissions for users to enable writing to any ini or other files necessary to write to, especially of course database files. The VFP9 installer does not do that, which means some of the features of the IDE programmed in VFP code within the VFP home() folder when first run cause problems when UAC redirection causes compilation of PRGs into FXP files and other things not being stored within HOME(). Actually, that already was a problem before VIsta, too. UAC write redirection just made it worse. And up to XP you as a deeloper could overcome problems by being a member of the Administrator local group, whereas file write redirection also acts on admin accounts, even the Administrator account. So that's why it only becomes noticeable since Vista.All that's not new in Windows 11 and is a problem since Vista. The only thing that was a change from Windows 10 to 11 we discussed here in a recent thread was the system dialog for choosing a printer and make printer settings. There's also a lengthy discussion about how to handle that. If you never had problems with SYS(1037) or it's new to you this sys call should display the page setup dialog of Windows, then you can forget about that, too. It's a problem also since Vista, that this changed, there were different workarounds working in different Windows versions. You likely even print in text mode using the ?? ocmmand. or even the shell TYPE file>PRN or something like that, you must have addressed this earlier, it would have the same problems in Win11 as in Win10,8,7, or Vista."
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,Chris Miller,"One other advice when you encounter problems in a new installation on Windows 11: Verify, if you don't get the same problem on Window 10 or lower. I have expeerienced problems due to lack of documentation of necesssary settings and the best point to do anything that is needing administrative permissions to chang is to do it programmatically during setup. Which means by using the features of a setup tool like Installshiled or inno setup. Get to know how to set user permissions on to be installed files. Get to know how to write registry keys you need for your software or to register ActiveX controls and anything else needing adminstrative permissions, because it won't be sufficient for users to have administrative rights.Again, that's a problem since Vista, up to XP you could just advise to run your application with user accounts having admin permissions and procedures you do at first start in your application could do things only admins can do, or you generally rely on that. You should not need admin permissions to run a software unless it is an adminstrator tool. Any such things need to be able to be done by a basic, normal, restricted user account or, what's necessary to have elevated permissions needs to be done by a setup. And even though Inno is enabling to do more than the express edition of Installshiled coming with VFP7-, it won't allow you to run VFP code within the setup, you have to learn to use inno scripts or settings to get permissions and registration of ActiveX or your own COM Servers, etc. done.There's no replacement of a good documentation of the necessary manual steps to do, if there are, but even better make all of that automatic and done by a setup, then you also have to worry less about an OS update or reinstallation. Principles of permissions stay the same, if normal users are enabled to write to files, for example, nothing new like the degradation of admin permissions or UAC redirections can hit you. That was and is always true, not only since about 20 years."
Reply,"Running Visual Foxpro on local Windows 10 machines, what if any adjustments are needed if I upgrade to Windows 11?",dmusicant,"Dec 22, 2024 at 8:16 PM",https://www.tek-tips.com/threads/running-visual-foxpro-on-local-windows-10-machines-what-if-any-adjustments-are-needed-if-i-upgrade-to-windows-11.1832591/,tomk3,"No new problemsAs woody has written (see Post from ein terraner) you may simply copy your vfp - folder to new machine (but not in a system folder , see above , something like c:\fox or d:\develop)Then install the runtime from vfpxStart it once with VFP9.EXE /REGSERVERThats itTom"
Question,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,foxmuldr3,"I wanted to let everyone know I had a personal life tragedy occur in late 2024.  Since then, I have not been able to work on Dori (the current version code name of Visual FreePro).  I'm not sure when I'm going to be able to resume because the change to my life is rather substantial (since late October).When I left off, Dori was around 85K lines of custom developed code, another 100K lines in 3rd party libraries (freetype, math, crypto, etc).  I had a solid framework for forms, data, reports, and networking.  About half of the functions were coded.  About 40 common commands.  Everything was in progress, moving along well, and there were no barriers to coding except for the time needed to complete it.This is the second time I've been stopped by something huge/significant when I pushed forward very hard to get this project completed.I've tried so hard to bring this project to light.  I apologize to everyone. :-(--Rick C. Hodgin"
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,Pieter Koemans,I’m so sorry to hear about what you’re going through. I hope things get better for you soon.
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,Joe Crescenzi,Hang in there are take care of yourself and your family.  There is nothing more important than that.
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,Don Child,"foxmuldr3 said:I wanted to let everyone know I had a personal life tragedy occur in late 2024.  Since then, I have not been able to work on Dori (the current version code name of Visual FreePro).  I'm not sure when I'm going to be able to resume because the change to my life is rather substantial (since late October).When I left off, Dori was around 85K lines of custom developed code, another 100K lines in 3rd party libraries (freetype, math, crypto, etc).  I had a solid framework for forms, data, reports, and networking.  About half of the functions were coded.  About 40 common commands.  Everything was in progress, moving along well, and there were no barriers to coding except for the time needed to complete it.This is the second time I've been stopped by something huge/significant when I pushed forward very hard to get this project completed.I've tried so hard to bring this project to light.  I apologize to everyone. :-(--Rick C. HodginClick to expand...Take care, your time chief."
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,trial03,"I feel sorry and thanks for the contribution. Hope everything getting better for you soon.Regrds,"
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,Scott24x7,"Rick,Is there anything I can do to help?  Either with your setback, or the project?I've had major events in my life over the last several years as well, and I know how it can knock you on your backside.Anything, no matter how big or small, please don't hesitate to ask."
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,Chris Miller,"While many of us surely would eagerly get on something new, there's no need to apologize for not delivering. You already made clear previously you're not sure you'll release it publicly once it's completed"", but as a library for integrating xbase like features into C/C++ programming. (https://www.tek-tips.com/threads/visual-freepro-update.1831455/)I agree with the others it's much more important you solve your problems than to have progress in VisualFreePro/Dori. I think there will still be an audience for this anytime in the future, and the active users in this forum are only the tip of an iceberg of FoxPro programmers still using it and ready to get on something that allows modernizations.As a developer of larger projects I also know how it hurts to put something down before it's ready for a release. I fortunately only had stale projects that never saw the light of the world which I put down in an early stage.All the best for your future."
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,foxmuldr3,"Scott24x7 said:Rick,Is there anything I can do to help?  Either with your setback, or the project?I've had major events in my life over the last several years as well, and I know how it can knock you on your backside.Anything, no matter how big or small, please don't hesitate to ask.Click to expand...Thank you, Scott!  I assume since you're in this forum you're well versed in FoxPro.  Do you know C/C++ and the basics of the Win32 API?"
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,GTGeek88,"foxmuldr3 said:foxmuldr3 said:I wanted to let everyone know I had a personal life tragedy occur in late 2024.  Since then, I have not been able to work on Dori (the current version code name of Visual FreePro).  I'm not sure when I'm going to be able to resume because the change to my life is rather substantial (since late October) . . .Click to expand...Yes, take care of yourself. What do you envision this project being? Also, how would it compare to VFP Advanced?Click to expand..."
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,foxmuldr3,"GTGeek88 said:""Yes, take care of yourself. What do you envision this project being? Also, how would it compare to VFP Advanced?""Dori intends to be a drop-in replacement for Visual FoxPro.  99% compatibility.  It has a new forms engine, new report engine, new network abilities, new graphics abilities, new edit-and-continue debugger, in addition to supporting everything that VFP9 has today the way it has it today.  The goal is any code that runs in VFP today should run in Dori with zero change, except possibly renaming the _vfp object to _dori.Plans include porting it to GCC so it can support other architectures.  I also want to make a native Android app that runs VFP/Dori code on mobile using the same programming paradigm we have on the desktop.I think Dori will be the official release name."
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,foxmuldr3,"Here's in general where the program's at:1. I'm working on the new forms engine.  I'm going to have all of the VFP compatible MODIFY x developer screens pop up in that new forms engine internally.  It will look very similar to our traditional VFP screens, but internally it will be using the new forms engine for all processing.  All of the legacy SCX and VCX code will come up using a format that looks like the traditional VFP-like engine.  There will also be a new ability and a MODIFX command (which will be a new extended modify command introducing the new abilities).  The legacy ones will be there, along with new features MODIFX will add.2. I'm working on getting the command environment setup so every component from any existing project can be loaded, edited, and saved back using the Dori framework.3. And the final thing I'm working on is getting all of the functions and commands working so everything operates as it does in VFP.  These will go in the order:4. Functions, commands, trivial SQL commands, and tables, indexes all fairly equally.5. Reporting features.6. Networking features.7. Non-trivial SQL commands.8. Loose ends.I would like to ask for anyone who has large SQL expressions, if you could include table structures, and SQL expressions, then I could make sure my SQL parser works with all of them.  I think that's going to be the last thing I get working 100%.  All xbase and traditional data processing commands will be done sooner, and will be able to be debugged sooner.I would like to ask for prayer if you pray, and if you do have C/C++ coding abilities, I would welcome the assistance."
Reply,Visual FreePro Update,foxmuldr3,"Dec 11, 2024 at 7:12 PM",https://www.tek-tips.com/threads/visual-freepro-update.1832475/,Scott24x7,"It's been a while foxmuldr3 but yes, I've experience in C/C++ and C#."
Question,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"after I created a cursor in vfp and filled it in with some data. I found a problem with the asterix value in my report. Is there something wrong with my writing format as mentioned below?Code:create cursor skedul1 (norekening N(13), ke N(2), pokok_kr N(12), bunga_kr N(12), pokok_sd N(12))
insert into skedul1 (norekening, ke, pokok_kr, pokok_sd, bunga_kr) values (1312124120052, 1, 0, 26400, 850000)
insert into skedul1 (norekening, ke, pokok_kr, pokok_sd, bunga_kr) values (1312124120052, 2, 0, 26400, 850000)then on command button with code belowCode:select skedul1
mket01 = transform(skedul1.norekening,""999.99.9999.9999"")
mket02 = skedul1.ke
mket03 = transform(skedul1.pokok_kr,""999.999.999.999"")
mket04 = transform(skedul1.pokok_sd,""999.999.999.999"")
mket05 = transform(skedul1.bunga_kr,""999.999.999.999"")

REPORT FORM ""E:\My Foxy\Vfp8\Report\myslip.frx"" PREVIEWreport gives me an asterisk for mket01 = ***.**.****.****Meanwhile for mket02 to mket 05 there are no problems.Are there really any problems in writing my coding?I'm usingVFP 8...before and after I thank you for your guidance"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"Tore Bleken said:I think the problem is that the number is bigger than VFP can handle. Try this formula instead:Update: Store the value as a string instead, c(13), since that's what it really is. Then you can useClick to expand...i write your code at my command button and i run it.. it is work like i want..mket01 = Chrtran(transform(skedul1.norekening,""@R ###-##-####-####""),'-','.')"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,costin77,Try to increase the width of the field where you see *.
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,Tore Bleken,"Make the fields in the report a little wider.Having said that, the expression ""999.99.9999.9999"" looks weird. What's the point of that expression?"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"thatTore Bleken said:Make the fields in the report a little wider.Having said that, the expression ""999.99.9999.9999"" looks weird. What's the point of that expression?Click to expand...expression of ""999.99.9999.9999"" is register number,like the number above 1312124120052 becomes 131.21.2412.0052After I expand the report column for that number, I still get an asterix, unless I use the transform function(@L,""999,99,9999,9999"")can appear 131,21,2412,0052looks confusing and inappropriate"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,Tore Bleken,"I think the problem is that the number is bigger than VFP can handle. Try this formula instead:Chrtran(transform(skedul1.norekening,""@R ###-##-####-####""),'-','.')Click to expand...Update: Store the value as a string instead, c(13), since that's what it really is. Then you can useTransform(skedul1.norekening,""@R 999-99-9999-9999"")Click to expand..."
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,mjcmkrsr,"Hi,You have to use the comma instead of the dotx = 1234567891234?TRANSFORM(x, ""9999,99,999,9999"")?TRANSFORM(x, ""9999.99.999.9999"")hthMarK"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"mjcmkrsr said:Hi,You have to use the comma instead of the dotx = 1234567891234?TRANSFORM(x, ""9999,99,999,9999"")?TRANSFORM(x, ""9999.99.999.9999"")hthMarKClick to expand...After I tried changing the textbox in the report with transform(mket01,""999.99.9999.9999"")and in the command button I still use the transform function(mket01,""999,99,9999,9999"")Only then could I get the results I expected.My question is whether the coding I applied is right or wrong"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"Tore Bleken said:I think the problem is that the number is bigger than VFP can handle. Try this formula instead:Update: Store the value as a string instead, c(13), since that's what it really is. Then you can useClick to expand...After I tried changing the textbox in the report with transform(mket01,""999.99.9999.9999"")and in the command button I still use the transform function(mket01,""999,99,9999,9999"")Only then could I get the results I expected.My question is whether the coding I applied is right or wrong"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,I use this transform function..
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,Tore Bleken,"The coding looks fine, but you must use the right data type. In this case 1312124120052 is NOT a number, it's a string.From VFP's help,https://www.vfphelp.com/vfp9/_5wn12pc8v.htm: Maximum value of an integer: 2,147,483,647"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"Tore Bleken said:The coding looks fine, but you must use the right data type. In this case 1312124120052 is NOT a number, it's a string.From VFP's help,https://www.vfphelp.com/vfp9/_5wn12pc8v.htm: Maximum value of an integer: 2,147,483,647Click to expand...string? i add that value from sql server, with datatype decimal. and thank so much for info about maximum value."
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,mjcmkrsr,"Hi,The INTEGER field type accepts values up to 2,147,483,647 but a numeric field type accepts values between these limits - .9999999999E+19 to .9999999999E+20Check ""Visual FoxPro Data and Field Types"" in the Help FilehthMarK"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,Tore Bleken,"First of all, VFP can't handle such numbers, period. And it's no use to store it as a number anyway, you don't do any calculations with it. So just learn from our experience, and use a string, C(13), instead.If it's stored on a SQL server as a number, and you don't have any control of it, then use SQL's Cast() function to convert it to a string."
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"Tore Bleken said:I think the problem is that the number is bigger than VFP can handle. Try this formula instead:Update: Store the value as a string instead, c(13), since that's what it really is. Then you can useClick to expand...i write your code at my command button and i run it.. it is work like i want..mket01 = Chrtran(transform(skedul1.norekening,""@R ###-##-####-####""),'-','.')"
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,bharons,"Tore Bleken said:First of all, VFP can't handle such numbers, period. And it's no use to store it as a number anyway, you don't do any calculations with it. So just learn from our experience, and use a string, C(13), instead.If it's stored on a SQL server as a number, and you don't have any control of it, then use SQL's Cast() function to convert it to a string.Click to expand...With VFP I understand a little about CRUD commands, data manipulation, and now I am faced with an ODBC SQL Server based online system, I can be sure that I don't really understand CRUD SQL Server."
Reply,a little confused about the transform() function problem,bharons,"Dec 17, 2024 at 6:14 AM",https://www.tek-tips.com/threads/a-little-confused-about-the-transform-function-problem.1832526/,Tore Bleken,"In this case, instead of Select ... norekening ... from ..., you write Select ... cast(norekening as char(13)) as norekening ... from .... This will make sure that the field is returned as a string, and your problem is gone."
